sn|family_apgiv|genus_apgiv|genus_zh|genus_accepted|genus_accepted_name
971|Orchidaceae|Microtis|韭葉蘭屬|t|""
972|Orchidaceae|Mischobulbum|葵蘭屬|t|""
973|Orchidaceae|Myrmechis|全唇蘭屬|t|""
974|Orchidaceae|Neofinetia|風蘭屬|t|""
976|Orchidaceae|Neottia|鳥巢蘭屬|t|""
975|Orchidaceae|Neottia |鳥巢蘭屬|t|""
977|Orchidaceae|Nervilia|脈葉蘭屬|t|""
978|Orchidaceae|Oberonia|莪白蘭屬|t|""
979|Orchidaceae|Odontochilus|齒唇蘭屬|t|""
980|Orchidaceae|Oreorchis|山蘭屬|t|""
981|Orchidaceae|Pachystoma|粉口蘭屬|t|""
982|Orchidaceae|Papilionanthe|鳳蝶蘭屬|t|""
983|Orchidaceae|Peristylus|闊蕊蘭屬|t|""
984|Orchidaceae|Phaius|鶴頂蘭屬|t|""
985|Orchidaceae|Phalaenopsis|蝴蝶蘭屬|t|""
986|Orchidaceae|Pholidota|石山桃屬|t|""
987|Orchidaceae|Phreatia|芙樂蘭屬|t|""
988|Orchidaceae|Platanthera|粉蝶蘭屬|t|""
989|Orchidaceae|Pleione|一葉蘭屬|t|""
990|Orchidaceae|Pogonia|鬚唇蘭屬|t|""
991|Orchidaceae|Ponerorchis|小蝶蘭屬|t|""
992|Orchidaceae|Rhomboda|白點伴蘭屬|t|""
993|Orchidaceae|Saccolabiopsis|假囊唇蘭屬|t|""
994|Orchidaceae|Sarcophyton|肉蘭屬|t|""
995|Orchidaceae|Schoenorchis|羞花蘭屬|t|""
996|Orchidaceae|Spathoglottis|苞舌蘭屬|t|""
997|Orchidaceae|Spiranthes|綬草屬|t|""
998|Orchidaceae|Staurochilus|掌唇蘭屬|t|""
999|Orchidaceae|Stereosandra|堅葯蘭屬|t|""
1000|Orchidaceae|Sunipia|寶石蘭屬|t|""
1001|Orchidaceae|Taeniophyllum|小蜘蛛蘭屬|t|""
1002|Orchidaceae|Tainia|小杜鵑蘭屬|t|""
1003|Orchidaceae|Thelasis|八粉蘭屬|t|""
1004|Orchidaceae|Thrixspermum|風鈴蘭屬|t|""
1005|Orchidaceae|Tipularia|飛鶴蘭屬|t|""
1006|Orchidaceae|Trichoglottis|鳳尾蘭屬|t|""
1007|Orchidaceae|Tropidia|摺唇蘭屬|t|""
1008|Orchidaceae|Tuberolabium|紅頭蘭屬|t|""
1009|Orchidaceae|Tulotis|蜻蜓蘭屬|t|""
1010|Orchidaceae|Vanda|萬代蘭屬|t|""
1011|Orchidaceae|Vanilla|梵尼蘭屬|t|""
1012|Orchidaceae|Vexillabium|旗唇蘭屬|t|""
1013|Orchidaceae|Vrydagzynea|二尾蘭屬|t|""
1014|Orchidaceae|Yoania|長花柄蘭屬|t|""
1015|Orchidaceae|Zeuxine|線柱蘭屬|t|""
1016|Orobanchaceae|Aeginetia|野菰屬|t|""
1017|Orobanchaceae|Alectra|黑蒴屬|t|""
1018|Orobanchaceae|Boschniakia|草蓯容屬|t|""
1019|Orobanchaceae|Centranthera|胡麻屬|t|""
1020|Orobanchaceae|Christisonia|假野菰屬|t|""
1021|Orobanchaceae|Euphrasia|碎雪草屬|t|""
1022|Orobanchaceae|Lathraea|齒鱗草屬|t|""
1023|Orobanchaceae|Melampyrum|山羅花屬|t|""
1024|Orobanchaceae|Orobanche|列當屬|t|""
1025|Orobanchaceae|Pedicularis|馬先蒿屬|t|""
1026|Orobanchaceae|Phacellanthus|黃筒花屬|t|""
1027|Orobanchaceae|Phtheirospermum|松蒿屬|t|""
1028|Orobanchaceae|Siphonostegia|陰行草屬|t|""
1029|Orobanchaceae|Striga|獨腳金屬|t|""
1030|Oxalidaceae|Averrhoa|陽桃屬|t|""
1031|Oxalidaceae|Biophytum|羞禮花屬|t|""
1032|Oxalidaceae|Oxalis|酢漿草屬|t|""
1033|Pandanaceae|Freycinetia|山露兜屬|t|""
1034|Pandanaceae|Pandanus|露兜樹屬|t|""
1035|Papaveraceae|Argemone|薊罌粟屬|t|""
1036|Papaveraceae|Corydalis|紫蓳屬|t|""
1037|Papaveraceae|Fumaria|煙堇屬|t|""
1038|Papaveraceae|Macleaya|博落迴屬|t|""
1039|Papaveraceae|Papaver|罌粟屬|t|""
1040|Passifloraceae|Adenia|假西番蓮屬|f|Modecca
1041|Passifloraceae|Modecca|假西番蓮屬|t|""
1042|Passifloraceae|Passiflora|西番蓮屬|t|""
1043|Paulowniaceae|Paulownia|泡桐屬|t|""
1044|Pentaphylacaceae|Adinandra|楊桐屬|t|""
1045|Pentaphylacaceae|Anneslea|茶梨屬|t|""
1046|Pentaphylacaceae|Cleyera|紅淡比屬|t|""
1047|Pentaphylacaceae|Eurya|柃木屬|t|""
1048|Pentaphylacaceae|Ternstroemia|厚皮香屬|t|""
1049|Petiveriaceae|Rivina|珊瑚珠屬|t|""
1050|Petrosaviaceae|Petrosavia|無葉蓮屬|t|""
1051|Philydraceae|Philydrum|田蔥屬|t|""
1052|Phrymaceae|Mimulus|溝酸漿屬|t|""
1053|Phrymaceae|Phryma|透骨草屬(蠅毒草屬)|t|""
1054|Phyllanthaceae|Antidesma|五月茶屬|t|""
1055|Phyllanthaceae|Bischofia|重陽木屬|t|""
1056|Phyllanthaceae|Breynia|山漆莖屬|t|""
1057|Phyllanthaceae|Bridelia|土密樹屬|t|""
1058|Phyllanthaceae|Flueggea|白飯樹屬|t|""
1059|Phyllanthaceae|Glochidion|饅頭果屬|t|""
1060|Phyllanthaceae|Margaritaria|紫黃屬|t|""
1061|Phyllanthaceae|Phyllanthus|油柑屬|t|""
1062|Phyllanthaceae|Sauropus|守宮木屬|t|""
1063|Phyllanthaceae|Synostemon|假葉下珠屬|f|Sauropus
1064|Phytolaccaceae|Phytolacca|商陸屬|t|""
1065|Piperaceae|Peperomia|椒草屬|t|""
1066|Piperaceae|Piper|胡椒屬|t|""
1067|Piperaceae|Zippelia|齊頭絨屬|t|""
1068|Pittosporaceae|Pittosporum|海桐屬|t|""
1069|Plantaginaceae|Antirrhinum|金魚草屬|t|""
1070|Plantaginaceae|Bacopa|過長沙屬|t|""
1071|Plantaginaceae|Callitriche|水馬齒屬|t|""
1072|Plantaginaceae|Deinostema|澤番椒屬|t|""
1073|Plantaginaceae|Digitalis|毛地黃屬|t|""
1074|Plantaginaceae|Dopatrium|虻眼草屬|t|""
1075|Plantaginaceae|Ellisiophyllum|海螺菊屬|t|""
1076|Plantaginaceae|Hemiphragma|腰只花屬|t|""
1077|Plantaginaceae|Limnophila|石龍尾屬|t|""
1078|Plantaginaceae|Mecardonia|過長沙舅屬|t|""
1079|Plantaginaceae|Microcarpaea|微果草屬|t|""
1080|Plantaginaceae|Plantago|車前屬|t|""
1081|Plantaginaceae|Scoparia|野甘草屬|t|""
1082|Plantaginaceae|Stemodia|孿生花屬|t|""
1084|Plantaginaceae|Veronica|婆婆納屬|t|""
1083|Plantaginaceae|Veronicastrum|腹水草屬|t|""
1085|Plumbaginaceae|Armeria|海石竹屬|t|""
1086|Plumbaginaceae|Limonium|石蓯蓉屬|t|""
1087|Plumbaginaceae|Plumbago|烏面馬屬|t|""
1088|Poaceae|Agropyron|鵝觀草屬|f|Elymus
1089|Poaceae|Agrostis|翦股穎屬|t|""
1090|Poaceae|Alloteropsis|毛穎草屬|t|""
1091|Poaceae|Alopecurus|看麥娘屬|t|""
1092|Poaceae|Aniselytron|溝稃草屬|t|""
1093|Poaceae|Anthoxanthum|黃花茅屬|t|""
1094|Poaceae|Apluda|水蔗草屬|t|""
1095|Poaceae|Aristida|三芒草屬|t|""
1096|Poaceae|Arrhenatherum|燕麥草屬|t|""
1097|Poaceae|Arthraxon|藎草屬|t|""
1098|Poaceae|Arthrostylidium|內門竹屬|t|""
1099|Poaceae|Arundinaria|青籬竹屬|t|""
1100|Poaceae|Arundinella|野古草屬|t|""
1101|Poaceae|Arundo|蘆竹屬|t|""
1102|Poaceae|Avena|燕麥屬|t|""
1103|Poaceae|Axonopus|地毯草屬|t|""
1104|Poaceae|Bambusa|蓬萊竹屬|t|""
1105|Poaceae|Bothriochloa|孔穎草屬|t|""
1106|Poaceae|Brachiaria|臂形草屬|t|""
1107|Poaceae|Brachypodium|短柄草屬|t|""
1108|Poaceae|Briza|凌風草屬|t|""
1109|Poaceae|Bromus|雀麥屬|t|""
1110|Poaceae|Calamagrostis|拂子茅屬|t|""
1111|Poaceae|Capillipedium|細柄草屬|t|""
1112|Poaceae|Cenchrus|蒺藜草屬|t|""
1113|Poaceae|Centotheca|假淡竹葉屬|t|""
1114|Poaceae|Chikusichloa|山澗草屬|t|""
1115|Poaceae|Chimonobambusa|寒竹屬|t|""
1116|Poaceae|Chloris|虎尾草屬|t|""
1117|Poaceae|Chrysopogon|金鬚茅屬|t|""
1118|Poaceae|Coix|薏苡屬|t|""
1119|Poaceae|Cymbopogon|香茅屬|t|""
1120|Poaceae|Cynodon|狗牙根屬|t|""
1121|Poaceae|Cyrtococcum|弓果黍屬|t|""
1122|Poaceae|Dactylis|鴨茅屬|t|""
1123|Poaceae|Dactyloctenium|龍爪茅屬|t|""
1124|Poaceae|Dendrocalamus|麻竹屬|t|""
1125|Poaceae|Deschampsia|髮草屬|t|""
1126|Poaceae|Deyeuxia|野青茅屬|t|""
1127|Poaceae|Dichanthium|雙花草屬|t|""
1128|Poaceae|Digitaria|馬唐屬|t|""
1129|Poaceae|Dimeria|觿茅屬|t|""
1164|Poaceae|Diplachne|雙稃草屬|f|Leptochloa
1130|Poaceae|Eccoilopus|油芒屬|t|""
1131|Poaceae|Echinochloa|稗屬|t|""
1132|Poaceae|Eleusine|穇屬|t|""
1133|Poaceae|Elymus|批鹼草屬|t|""
1134|Poaceae|Enteropogon|腸鬚草屬|t|""
1135|Poaceae|Eragrostis|畫眉草屬|t|""
1136|Poaceae|Eremochloa|蜈蚣草屬|t|""
1137|Poaceae|Erianthus|蔗茅屬|t|""
1138|Poaceae|Eriochloa|野黍屬|t|""
1139|Poaceae|Euchlaena|類蜀黍屬|t|""
1140|Poaceae|Eulalia|金茅屬|t|""
1141|Poaceae|Eulaliopsis|擬金茅屬|t|""
1142|Poaceae|Eustachys|真穗草屬|t|""
1143|Poaceae|Festuca|羊茅屬|t|""
1144|Poaceae|Garnotia|葛氏草屬|t|""
1145|Poaceae|Gigantochloa|巨竹屬|t|""
1146|Poaceae|Glyceria|甜茅屬|t|""
1147|Poaceae|Hackelochloa|亥氏草屬|t|""
1148|Poaceae|Helictotrichon|異燕麥屬|t|""
1149|Poaceae|Hemarthria|牛鞭草屬|t|""
1150|Poaceae|Heteropogon|黃茅屬|t|""
1151|Poaceae|Holcus|絨毛草屬|t|""
1152|Poaceae|Hordeum|大麥屬|t|""
1153|Poaceae|Hygroryza|水禾屬|t|""
1154|Poaceae|Hymenachne|膜稃草屬|t|""
1155|Poaceae|Ichnanthus|距花黍屬|t|""
1156|Poaceae|Imperata|白茅屬|t|""
1157|Poaceae|Isachne|柳葉箬屬|t|""
1158|Poaceae|Ischaemum|鴨嘴草屬|t|""
1159|Poaceae|Koeleria|洽草屬|t|""
1160|Poaceae|Leersia|李氏禾屬|t|""
1161|Poaceae|Leleba|孝順竹屬|t|""
1162|Poaceae|Leptaspis|囊稃竹屬|t|""
1163|Poaceae|Leptochloa|千金子屬|t|""
1165|Poaceae|Lepturus|細穗草屬|t|""
1166|Poaceae|Lolium|黑麥草屬|t|""
1167|Poaceae|Lophatherum|淡竹葉屬|t|""
1168|Poaceae|Melica|臭草屬|t|""
1169|Poaceae|Melinis|糖蜜草屬|t|""
1170|Poaceae|Microstegium|莠竹屬|t|""
1171|Poaceae|Milium|粟草屬|t|""
1172|Poaceae|Miscanthus|芒屬|t|""
1173|Poaceae|Muhlenbergia|亂子草屬|t|""
1174|Poaceae|Narenga|河王八屬|t|""
1175|Poaceae|Neyraudia|類蘆竹屬|t|""
1176|Poaceae|Oplismenus|求米草屬|t|""
1177|Poaceae|Oryza|稻屬|t|""
1178|Poaceae|Oryzopsis|落芒草屬|t|""
1179|Poaceae|Ottochloa|圖奧草屬|t|""
1180|Poaceae|Panicum|稷屬|t|""
1181|Poaceae|Paspalidium|類雀稗屬|t|""
1182|Poaceae|Paspalum|雀稗屬|t|""
1183|Poaceae|Pennisetum|狼尾草屬|t|""
1184|Poaceae|Perotis|茅根草屬|t|""
1185|Poaceae|Phaenosperma|顯子草屬|t|""
1186|Poaceae|Phalaris|鷸草屬|t|""
1187|Poaceae|Phleum|梯牧草屬|t|""
1188|Poaceae|Phragmites|蘆葦屬|t|""
1189|Poaceae|Phyllostachys|孟宗竹屬|t|""
1190|Poaceae|Poa|早熟禾屬|t|""
1191|Poaceae|Pogonatherum|金髮草屬|t|""
1192|Poaceae|Polypogon|棒頭草屬|t|""
1193|Poaceae|Pseudoraphis|偽針茅屬|t|""
1194|Poaceae|Pseudosasa|矢竹屬|t|""
1195|Poaceae|Rhynchelytrum|紅毛草屬|t|""
1196|Poaceae|Rottboellia|羅氏草屬|t|""
1197|Poaceae|Saccharum|甘蔗屬|t|""
1198|Poaceae|Sacciolepis|囊穎草屬|t|""
1199|Poaceae|Schizachyrium|裂稃草屬|t|""
1200|Poaceae|Schizostachyum|莎勒竹屬|t|""
1201|Poaceae|Setaria|狗尾草屬|t|""
1202|Poaceae|Sinobambusa|唐竹屬|t|""
1203|Poaceae|Sorghum|蜀黍屬|t|""
1204|Poaceae|Spartina|米草屬|t|""
1205|Poaceae|Sphaerocaryum|稃藎屬|t|""
1206|Poaceae|Spinifex|濱刺草屬|t|""
1207|Poaceae|Spodiopogon|大油芒屬|t|""
1208|Poaceae|Sporobolus|鼠尾粟屬|t|""
1209|Poaceae|Stenotaphrum|鈍葉草屬|t|""
1210|Poaceae|Thaumastochloa|假蛇尾草屬|t|""
1211|Poaceae|Themeda|菅屬|t|""
1212|Poaceae|Thuarea|芻蕾草屬|t|""
1213|Poaceae|Thysanolaena|棕葉蘆屬|t|""
1214|Poaceae|Tripogon|草沙蠶屬|t|""
1215|Poaceae|Tripsacum|磨擦草屬|t|""
1216|Poaceae|Trisetum|三毛草屬|t|""
1217|Poaceae|Triticum|小麥屬|t|""
1218|Poaceae|Urochloa|尾稃草屬|t|""
1219|Poaceae|Vetiveria|培地茅屬|t|""
1220|Poaceae|Vulpia|鼠茅屬|t|""
1221|Poaceae|Yushania|玉山箭竹屬|t|""
1222|Poaceae|Zea|玉蜀黍屬|t|""
1223|Poaceae|Zizania|菰屬|t|""
1224|Poaceae|Zoysia|結縷草屬|t|""
1225|Polygalaceae|Epirixanthes|寄生鱗葉草屬|t|""
1226|Polygalaceae|Polygala|遠志屬|t|""
1227|Polygalaceae|Salomonia|齒果草屬|t|""
1228|Polygonaceae|Antigonon|珊瑚藤屬|t|""
1229|Polygonaceae|Fagopyrum|蕎麥屬|t|""
1230|Polygonaceae|Persicaria|春蓼屬|t|""
1231|Polygonaceae|Polygonum|蓼屬|t|""
1232|Polygonaceae|Rumex|酸模屬|t|""
1233|Pontederiaceae|Eichhornia|鳳眼蓮屬|t|""
1234|Pontederiaceae|Monochoria|鴨舌草屬|t|""
1235|Portulacaceae|Portulaca|馬齒莧屬|t|""
1236|Potamogetonaceae|Potamogeton|眼子菜屬|t|""
1237|Potamogetonaceae|Zannichellia|角果藻屬|t|""
1238|Primulaceae|Aegiceras|蠟燭果屬|t|""
1239|Primulaceae|Anagallis|琉璃繁縷屬|t|""
1240|Primulaceae|Androsace|點地梅屬|t|""
1241|Primulaceae|Ardisia|紫金牛屬|t|""
1242|Primulaceae|Bladhia|鋸齒屬|t|""
1243|Primulaceae|Embelia|藤木槲屬|t|""
1244|Primulaceae|Lysimachia|珍珠菜屬|t|""
1245|Primulaceae|Maesa|山桂花屬|t|""
1246|Primulaceae|Myrsine|竹杞屬|t|""
1247|Primulaceae|Primula|櫻草屬|t|""
1248|Primulaceae|Stimpsonia|施丁草屬|t|""
1249|Proteaceae|Grevillea|銀樺屬|t|""
1250|Proteaceae|Helicia|山龍眼屬|t|""
1251|Putranjivaceae|Drypetes|鐵色屬|t|""
1494|Putranjivaceae|Liodendron|假黃楊屬|t|""
1252|Ranunculaceae|Aconitum|烏頭屬|t|""
1253|Ranunculaceae|Anemone|銀蓮花屬|t|""
1254|Ranunculaceae|Calathodes|雞爪草屬|t|""
1255|Ranunculaceae|Cimicifuga|升麻屬|t|""
1256|Ranunculaceae|Clematis|鐵線蓮屬|t|""
1257|Ranunculaceae|Coptis|黃連屬|t|""
1258|Ranunculaceae|Dichocarpum|人字果屬|t|""
1259|Ranunculaceae|Ranunculus|毛茛屬|t|""
1260|Ranunculaceae|Semiaquilegia|天葵屬|t|""
1261|Ranunculaceae|Thalictrum|唐松草屬|t|""
1262|Ranunculaceae|Trollius|金蓮花屬|t|""
1263|Rhamnaceae|Berchemia|黃鱔藤屬|t|""
1264|Rhamnaceae|Colubrina|濱棗屬|t|""
1265|Rhamnaceae|Paliurus|馬甲子屬|t|""
1266|Rhamnaceae|Rhamnus|鼠李屬|t|""
1267|Rhamnaceae|Sageretia|雀梅藤屬|t|""
1268|Rhamnaceae|Ventilago|翼核木屬|t|""
1269|Rhamnaceae|Ziziphus|棗屬|t|""
1270|Rhamnaceae|Zizyphus|棗屬|f|Ziziphus
1271|Rhizophoraceae|Bruguiera|木欖屬|t|""
1272|Rhizophoraceae|Ceriops|角果木屬|t|""
1273|Rhizophoraceae|Kandelia|水筆仔屬|t|""
1274|Rhizophoraceae|Rhizophora|紅樹屬|t|""
1275|Rosaceae|Agrimonia|龍牙草屬|t|""
1276|Rosaceae|Aria|赤楊葉梨屬|t|""
1277|Rosaceae|Cotoneaster|舖地蜈蚣屬|t|""
1278|Rosaceae|Crataegus|山楂屬|t|""
1279|Rosaceae|Duchesnea|蛇莓屬|t|""
1280|Rosaceae|Eriobotrya|枇杷屬|t|""
1281|Rosaceae|Filipendula|蚊子草屬|t|""
1282|Rosaceae|Fragaria|草莓屬|t|""
1283|Rosaceae|Geum|水楊梅屬|t|""
1284|Rosaceae|Macromeles|海棠屬|t|""
1285|Rosaceae|Malus|蘋果屬|t|""
1286|Rosaceae|Osteomeles|小石積屬|t|""
1287|Rosaceae|Photinia|石楠屬|t|""
1288|Rosaceae|Potentilla|翻白草屬|t|""
1289|Rosaceae|Pourthiaea|老葉兒樹屬|t|""
1290|Rosaceae|Prinsepia|假甹莢屬|t|""
1291|Rosaceae|Prunus|梅屬|t|""
1292|Rosaceae|Pyracantha|火刺木屬|t|""
1293|Rosaceae|Pyrus|梨屬|t|""
1294|Rosaceae|Rhaphiolepis|石斑木屬|t|""
1295|Rosaceae|Rosa|薔薇屬|t|""
1296|Rosaceae|Rubus|懸鉤子屬|t|""
1297|Rosaceae|Sanguisorba|地榆屬|t|""
1298|Rosaceae|Sibbaldia|五蕊莓屬|t|""
1299|Rosaceae|Sorbus|花楸屬|t|""
1300|Rosaceae|Spiraea|繡線菊屬|t|""
1301|Rosaceae|Stephanandra|冠蕊木屬|t|""
1302|Rubiaceae|Argostemma|水冠草屬|t|""
1303|Rubiaceae|Borreria|豐花草屬|t|""
1304|Rubiaceae|Canthium|朴萊木屬|t|""
1305|Rubiaceae|Cephalanthus|風箱樹屬|t|""
1306|Rubiaceae|Cinchona|金雞納屬|t|""
1307|Rubiaceae|Coffea|咖啡屬|t|""
1308|Rubiaceae|Coptosapelta|瓢簞藤屬|t|""
1309|Rubiaceae|Damnacanthus|伏牛花屬|t|""
1310|Rubiaceae|Dentella|小牙草屬|t|""
1311|Rubiaceae|Diodia|鈕扣草屬|t|""
1312|Rubiaceae|Galium|豬殃殃屬|t|""
1313|Rubiaceae|Gardenia|黃槴屬|t|""
1314|Rubiaceae|Geophila|苞花蔓屬|t|""
1315|Rubiaceae|Guettarda|葛塔德木屬|t|""
1316|Rubiaceae|Hayataella|玉蘭草屬|t|""
1317|Rubiaceae|Hedyotis|耳草屬|t|""
1318|Rubiaceae|Hemidiodia|擬鴨舌癀舅屬|t|""
1319|Rubiaceae|Ixora|仙丹花屬|t|""
1320|Rubiaceae|Knoxia|諾氏草屬|t|""
1321|Rubiaceae|Lasianthus|雞屎樹屬|t|""
1322|Rubiaceae|Litosanthes|壺冠木屬|t|""
1323|Rubiaceae|Mitchella|蔓虎刺屬|t|""
1324|Rubiaceae|Morinda|羊角藤屬|t|""
1325|Rubiaceae|Mussaenda|玉葉金花屬|t|""
1326|Rubiaceae|Neanotis|新耳草屬|t|""
1327|Rubiaceae|Neonauclea|欖仁舅屬|t|""
1328|Rubiaceae|Nertera|深柱夢草屬|t|""
1329|Rubiaceae|Ophiorrhiza|蛇根草屬|t|""
1330|Rubiaceae|Paederia|雞屎藤屬|t|""
1331|Rubiaceae|Pavetta|茜木屬|t|""
1332|Rubiaceae|Pentas|五星花屬|t|""
1333|Rubiaceae|Psychotria|九節木屬|t|""
1334|Rubiaceae|Randia|茜草樹屬|t|""
1335|Rubiaceae|Richardia|擬鴨舌癀屬|t|""
1336|Rubiaceae|Rubia|茜草屬|t|""
1337|Rubiaceae|Serissa|滿天星屬|t|""
1338|Rubiaceae|Sherardia|雪亞迪草屬|t|""
1339|Rubiaceae|Sinoadina|水冬瓜屬|t|""
1340|Rubiaceae|Spermacoce|擬鴨舌癀舅屬|t|""
1341|Rubiaceae|Tarenna|玉心花屬|t|""
1342|Rubiaceae|Theligonum|纖花草屬|t|""
1343|Rubiaceae|Timonius|貝木屬|t|""
1344|Rubiaceae|Tricalysia|狗骨仔屬|t|""
1345|Rubiaceae|Uncaria|鉤藤屬|t|""
1346|Rubiaceae|Wendlandia|水錦樹屬|t|""
1347|Ruppiaceae|Ruppia|流蘇菜屬|t|""
1348|Rutaceae|Acronychia|降真香屬|t|""
1349|Rutaceae|Atalantia|烏柑屬|t|""
1350|Rutaceae|Boenninghausenia|臭節草屬|t|""
1351|Rutaceae|Citrus|柑橘屬|t|""
1352|Rutaceae|Clausena|黃皮屬|t|""
1353|Rutaceae|Fortunella|金橘屬|t|""
1354|Rutaceae|Glycosmis|石苓舅屬|t|""
1355|Rutaceae|Melicope|三腳虌屬|t|""
1356|Rutaceae|Murraya|月橘屬|t|""
1357|Rutaceae|Phellodendron|黃蘗屬|t|""
1358|Rutaceae|Severinia|烏柑屬|t|""
1359|Rutaceae|Skimmia|茵芋屬|t|""
1360|Rutaceae|Tetradium|賊仔樹屬|t|""
1361|Rutaceae|Toddalia|飛龍掌血屬|t|""
1362|Rutaceae|Zanthoxylum|花椒屬|t|""
1363|Sabiaceae|Meliosma|泡花樹屬|t|""
1364|Sabiaceae|Sabia|清風藤屬|t|""
1365|Salicaceae|Casearia|嘉賜木屬|t|""
1366|Salicaceae|Flacourtia|羅庚果屬|t|""
1367|Salicaceae|Homalium|天料木屬|t|""
1368|Salicaceae|Idesia|山桐子屬|t|""
1369|Salicaceae|Salix|柳屬|t|""
1370|Salicaceae|Scolopia|魯花樹屬|t|""
1371|Salicaceae|Xylosma|柞木屬|t|""
1372|Santalaceae|Korthalsella|檜葉寄生屬|t|""
1373|Santalaceae|Thesium|百蕊草屬|t|""
1374|Santalaceae|Viscum|槲寄生屬|t|""
1375|Sapindaceae|Acer|槭屬|t|""
1376|Sapindaceae|Allophylus|止宮樹屬|t|""
1377|Sapindaceae|Cardiospermum|倒地鈴屬|t|""
1378|Sapindaceae|Dodonaea|車桑子屬|t|""
1379|Sapindaceae|Euphoria|龍眼屬|t|""
1380|Sapindaceae|Eurycorymbus|賽欒華屬|t|""
1381|Sapindaceae|Koelreuteria|欒樹屬|t|""
1382|Sapindaceae|Litchi|荔枝屬|t|""
1383|Sapindaceae|Pometia|番龍眼屬|t|""
1384|Sapindaceae|Sapindus|無患子屬|t|""
1385|Sapotaceae|Palaquium|膞木屬|t|""
1386|Sapotaceae|Planchonella|山欖屬|t|""
1387|Saururaceae|Houttuynia|蕺菜屬|t|""
1388|Saururaceae|Saururus|三白草屬|t|""
1389|Saxifragaceae|Astilbe|落新婦屬|t|""
1390|Saxifragaceae|Chrysosplenium|貓兒眼睛草屬|t|""
1391|Saxifragaceae|Mitella|嗩吶草屬|t|""
1392|Saxifragaceae|Saxifraga|虎耳草屬|t|""
1393|Saxifragaceae|Tiarella|黃水枝屬|t|""
1394|Schisandraceae|Illicium|八角屬|t|""
1395|Schisandraceae|Kadsura|南五味子屬|t|""
1396|Schisandraceae|Schisandra|五味子屬|t|""
1397|Schoepfiaceae|Schoepfia|青皮木屬|t|""
1398|Scrophulariaceae|Buddleja|揚波屬|t|""
1399|Scrophulariaceae|Myoporum|苦藍盤屬|t|""
1400|Scrophulariaceae|Scrophularia|玄參屬|t|""
1401|Simaroubaceae|Ailanthus|樗屬|t|""
1402|Simaroubaceae|Brucea|鴉膽子屬|t|""
1403|Simaroubaceae|Picrasma|苦樹屬|t|""
1404|Smilacaceae|Heterosmilax|土茯苓屬|f|Smilax
1405|Smilacaceae|Smilax|菝葜屬|t|""
1406|Solanaceae|Brugmansia|曼陀羅木屬|t|""
1407|Solanaceae|Capsicum|辣椒屬|t|""
1408|Solanaceae|Cestrum|夜香樹屬|t|""
1409|Solanaceae|Cyphomandra|樹茄屬|t|""
1410|Solanaceae|Datura|曼陀羅屬|t|""
1411|Solanaceae|Lycianthes|紅絲線屬|t|""
1412|Solanaceae|Lycium|枸杞屬|t|""
1413|Solanaceae|Lycopersicon|番茄屬|t|""
1414|Solanaceae|Nicandra|假酸漿屬|t|""
1415|Solanaceae|Nicotiana|煙草屬|t|""
1416|Solanaceae|Physaliastrum|散血丹屬|t|""
1417|Solanaceae|Physalis|燈籠草屬|t|""
1418|Solanaceae|Solanum|茄屬|t|""
1419|Solanaceae|Tubocapsicum|龍珠屬|t|""
1420|Sphenocleaceae|Sphenoclea|尖瓣花屬|t|""
1421|Stachyuraceae|Stachyurus|通條樹屬|t|""
1422|Staphyleaceae|Euscaphis|野鴉椿屬|t|""
1423|Staphyleaceae|Turpinia|山香圓屬|t|""
1424|Stemonaceae|Stemona|百部屬|t|""
1425|Stemonuraceae|Gomphandra|毛蕊木屬|t|""
1426|Styracaceae|Alniphyllum|假赤楊屬|t|""
1427|Styracaceae|Styrax|安息香屬|t|""
1428|Symplocaceae|Symplocos|灰木屬|t|""
1429|Talinaceae|Talinum|土人參屬|t|""
1430|Tamaricaceae|Tamarix|檉柳屬|t|""
1431|Theaceae|Camellia|山茶屬|t|""
1432|Theaceae|Gordonia|大頭茶屬|t|""
1433|Theaceae|Pyrenaria|烏皮茶屬|t|""
1434|Theaceae|Schima|木荷屬|t|""
1435|Thymelaeaceae|Daphne|瑞香屬|t|""
1436|Thymelaeaceae|Diplomorpha|毛花屬|t|""
1437|Thymelaeaceae|Stellera|狼毒屬|t|""
1438|Thymelaeaceae|Wikstroemia|蕘花屬|t|""
1439|Triuridaceae|Sciaphila|霉草屬|t|""
1440|Trochodendraceae|Trochodendron|昆欄樹屬|t|""
1441|Typhaceae|Sparganium|黑三稜屬|t|""
1442|Typhaceae|Typha|香蒲屬|t|""
1443|Ulmaceae|Ulmus|榆屬|t|""
1444|Ulmaceae|Zelkova|櫸屬|t|""
1445|Urticaceae|Boehmeria|苧麻屬|t|""
1446|Urticaceae|Chamabainia|蟲蟻麻屬|t|""
1447|Urticaceae|Cypholophus|瘤冠麻屬|t|""
1448|Urticaceae|Debregeasia|水麻屬|t|""
1449|Urticaceae|Dendrocnide|咬人狗屬|t|""
1450|Urticaceae|Droguetia|單蕊麻屬|t|""
1451|Urticaceae|Elatostema|樓梯草屬|t|""
1452|Urticaceae|Girardinia|蠍子草屬|t|""
1453|Urticaceae|Gonostegia|石薯屬|t|""
1454|Urticaceae|Laportea|桑葉麻屬|t|""
1455|Urticaceae|Lecanthus|盤花麻屬|t|""
